year,country,ka_open,cblackmarketexchangerates,acreditmarketregulation,BankAssets_CBShare,FD,Portfolioequityassets,Currentaccountbalance,Capitalaccount,cbie_index,GDPconstant2015US
2015,Argentina,0.0,0.0,6.762,52.81,0.2883891,26850.685,-17621.985,51.9292,0.557,594700000000.0
2016,Argentina,0.1629476,10.0,5.4198204,55.12,0.307102,29653.776,-15104.787,365.81458,0.557,582400000000.0
2017,Argentina,0.7606722,9.9980381,6.4198204,59.13,0.3266383,38805.644,-31151.352,173.04528,0.557,598800000000.0
1980,Australia,0.4172374,9.8,8.3790457,88.67,0.2823722,260.0,-4447.4908,-140.98176,0.391,451300000000.0
1981,Australia,0.4172374,9.84,8.4364364,88.18,0.2910658,246.47632,-8580.7468,-158.88845,0.391,466400000000.0
1982,Australia,0.4172374,9.88,8.4938272,94.03,0.2822344,568.27662,-8511.9286,-178.80629,0.391,481900000000.0
1983,Australia,0.4172374,9.92,8.5512179,95.09,0.3191501,953.64589,-6330.4286,-171.65049,0.391,471200000000.0
1984,Australia,0.4770693,9.96,8.6086086,93.66,0.3548719,1245.1099,-8859.5669,-183.43452,0.391,492800000000.0
1985,Australia,0.8205042,10.0,8.6659993,92.65,0.4453952,2699.302,-9172.4119,-142.82311,0.391,518800000000.0
1986,Australia,0.8803361,10.0,8.8680681,93.4,0.4870917,5762.4864,-9807.1282,-145.76705,0.391,539400000000.0
1987,Australia,0.9401681,10.0,9.0701368,94.89,0.5621033,6499.61,-7966.0234,-137.58878,0.391,553200000000.0
1988,Australia,1.0,10.0,9.2722055,97.17,0.524849,10322.463,-11725.687,1838.1547,0.391,585000000000.0
1989,Australia,1.0,10.0,9.4742743,98.22,0.5622703,13827.859,-18340.091,-193.02259,0.391,607700000000.0
1990,Australia,1.0,10.0,9.676343,98.45,0.5857413,12391.359,-15532.376,-171.857,0.391,629500000000.0
1991,Australia,1.0,10.0,9.6870204,98.07,0.5737223,16426.876,-10586.163,-161.75107,0.391,627100000000.0
1992,Australia,1.0,10.0,9.6976977,95.41,0.5578643,17208.803,-10313.305,-179.81526,0.391,629800000000.0
1993,Australia,1.0,10.0,9.708375,95.69,0.6218818,21523.655,-9289.5209,-187.81311,0.391,655200000000.0
1994,Australia,1.0,10.0,9.7190524,96.23,0.6879946,22662.363,-15863.049,-216.14948,0.391,681300000000.0
1995,Australia,1.0,10.0,9.7297297,95.52,0.6765966,27175.365,-18669.238,-299.84527,0.391,707800000000.0
1996,Australia,0.9401681,10.0,9.7837838,93.02,0.7210016,31681.588,-14404.742,-259.07349,0.391,735100000000.0
1997,Australia,0.8803361,10.0,9.8378378,96.03,0.7455174,33076.226,-11910.493,-216.09861,0.391,763900000000.0
1998,Australia,0.8205042,10.0,9.8918919,95.41,0.776258,36782.433,-17780.527,-205.01572,0.424,799500000000.0
1999,Australia,0.7606722,10.0,9.9459459,97.43,0.8270307,57208.808,-21795.709,-237.73513,0.424,839700000000.0
2000,Australia,0.7008403,10.0,10.0,96.98,0.8703673,59195.454,-15487.274,-316.03739,0.424,872600000000.0
2001,Australia,0.7008403,10.0,9.6666667,96.97,0.9063257,60057.793,-7986.9385,-211.75465,0.424,890300000000.0
2002,Australia,0.7008403,10.0,9.6005128,97.06,0.9327559,65500.847,-16002.235,-225.11784,0.424,925700000000.0
2003,Australia,0.7008403,10.0,10.0,98.49,0.92654,92943.0,-29307.732,-154.94138,0.424,954300000000.0
2004,Australia,0.7008403,10.0,10.0,97.99,0.9221029,114631.41,-41286.951,-169.87614,0.424,994700000000.0
2005,Australia,0.7008403,10.0,10.0,97.67,0.9353777,137520.33,-43342.943,-121.1568,0.424,1026000000000.0
2006,Australia,0.7008403,10.0,10.0,96.85,0.9498785,188372.13,-46287.104,248.03159,0.424,1054000000000.0
2007,Australia,0.7008403,10.0,10.0,95.7,0.9744189,267546.2,-64639.856,-202.44478,0.424,1094000000000.0
2008,Australia,0.7008403,10.0,10.0,94.07,0.8994697,161055.22,-51465.028,-382.54737,0.424,1133000000000.0
2009,Australia,0.7008403,10.0,9.6681101,97.03,0.9334618,244571.18,-48450.769,-347.86076,0.424,1155000000000.0
2010,Australia,0.7008403,10.0,9.4046828,97.72,0.9631867,283837.35,-45784.372,-286.8105,0.424,1180000000000.0
2011,Australia,0.7008403,10.0,9.4897016,97.26,0.9537989,299082.01,-45399.621,-360.44977,0.424,1209000000000.0
2012,Australia,0.7606722,10.0,9.5962148,97.33,0.9273798,360778.81,-68466.404,-408.61977,0.424,1256000000000.0
2013,Australia,0.8205042,10.0,9.793,99.57,0.9086314,396083.77,-50920.877,-460.61069,0.424,1289000000000.0
2014,Australia,0.8803361,10.0,9.6873333,99.67,0.9082633,420691.24,-44760.815,-357.80827,0.424,1323000000000.0
2015,Australia,0.9401681,10.0,9.5836667,99.55,0.9276612,394464.82,-57046.511,-456.48247,0.424,1352000000000.0
2016,Australia,1.0,10.0,9.576358,99.43,0.9205716,427599.84,-41279.81,-606.89212,0.424,1389000000000.0
2017,Australia,1.0,10.0,9.6369184,99.8,0.9065776,526353.36,-35784.09,-387.54691,0.424,1422000000000.0
2018,Australia,1.0,10.0,9.9462671,99.8,0.8954138,502371.5,-31564.075,-355.34597,0.424,1463000000000.0
2019,Australia,1.0,10.0,9.4320229,99.58,0.8904327,620559.25,5127.8939,-554.09427,0.424,1495000000000.0
2020,Australia,1.0,10.0,8.7953072,96.16,0.9189157,692134.07,31376.247,-726.24954,0.424,1490000000000.0
2021,Australia,1.0,10.0,9.1503505,90.1,0.9086313,867650.71,49877.858,-492.11695,0.424,1521000000000.0
1980,Austria,0.7008403,10.0,6.9592926,99.39,0.184727,477.00775,-3864.9718,0.0,0.712,192700000000.0
1981,Austria,0.7008403,10.0,7.0859526,99.46,0.1916999,367.76833,-3041.6815,0.0,0.712,192400000000.0
1982,Austria,0.7008403,10.0,7.2126126,99.47,0.1969872,321.1482,703.47884,0.0,0.712,196300000000.0
1983,Austria,0.7008403,10.0,7.3392726,99.47,0.2393999,326.50845,276.08477,0.0,0.712,202100000000.0
1984,Austria,0.7008403,10.0,7.4659326,99.48,0.2702319,407.12018,-178.16502,0.0,0.712,202200000000.0
1985,Austria,0.7008403,10.0,7.5925926,99.53,0.3192921,601.85185,-158.01691,0.0,0.712,207200000000.0
1986,Austria,0.7008403,10.0,7.5665666,99.61,0.3308793,984.68271,204.20124,0.0,0.712,212000000000.0
1987,Austria,0.7008403,10.0,7.5405405,99.66,0.3474938,1502.2222,-262.57554,0.0,0.712,214900000000.0
1988,Austria,0.7008403,10.0,7.5145145,99.68,0.3339425,1894.1504,-241.75121,0.0,0.712,222000000000.0
1989,Austria,0.7008403,10.0,7.4884885,99.68,0.4561863,2606.8557,248.02007,0.0,0.712,230600000000.0
1990,Austria,0.7008403,10.0,7.4624625,99.67,0.4661016,3362.3677,1165.9096,0.0,0.712,240600000000.0
1991,Austria,0.7606722,10.0,7.3561686,99.66,0.3346349,3498.9241,60.942024,0.0,0.712,248900000000.0
1992,Austria,0.8205042,10.0,7.2498748,99.66,0.3250434,3434.9128,-753.15302,-50.00054,0.712,254100000000.0
1993,Austria,0.8803361,10.0,7.143581,99.66,0.3820758,3722.3091,-1012.7144,-447.54253,0.712,255500000000.0
1994,Austria,0.9401681,10.0,7.0372872,99.67,0.4255156,4941.1979,-2991.7586,-68.218941,0.712,261600000000.0
1995,Austria,1.0,10.0,6.9309934,99.69,0.4440159,5868.3584,-7013.8383,-358.96327,0.712,268600000000.0
1996,Austria,1.0,10.0,7.4941865,99.67,0.444447,6454.2633,-6703.6094,-58.554353,0.712,274900000000.0
1997,Austria,1.0,10.0,8.0573797,99.66,0.4927347,11501.623,-5099.3558,-100.33017,0.712,280600000000.0
1998,Austria,1.0,10.0,8.514693775,99.6125,0.5138992250000001,16423.79725,-4202.303425,-206.0542875,0.76625,289225000000.0
1999,Austria,1.0,10.0,8.97200785,99.565,0.5350637500000001,21345.9715,-3305.2510500000003,-311.77840499999996,0.8205,297850000000.0
2000,Austria,1.0,10.0,9.429321925,99.5175,0.556228275,26268.14575,-2408.1986750000005,-417.5025225,0.87475,306475000000.0
2001,Austria,1.0,10.0,9.886636,99.47,0.5773928,31190.32,-1511.1463,-523.22664,0.929,315100000000.0
2002,Austria,1.0,10.0,9.8257595,99.4,0.5713167,30047.485,5469.6742,-495.94398,0.929,320300000000.0
2003,Austria,1.0,10.0,9.7741346,99.42,0.6103396,44150.093,4185.2625,-214.95039,0.929,323400000000.0
2004,Austria,1.0,10.0,9.4127429,99.46,0.6588299,54934.612,6074.8987,-297.25282,0.929,332200000000.0
2005,Austria,1.0,10.0,9.7545124,99.49,0.6784926,63610.77,6232.9455,-83.40074,0.929,339700000000.0
2006,Austria,1.0,10.0,9.8051143,99.48,0.7105045,88108.617,10993.883,-1139.2469,0.929,351400000000.0
2007,Austria,1.0,10.0,9.8699009,99.48,0.729966,100796.16,14749.054,41.835201,0.929,364500000000.0
2008,Austria,1.0,10.0,9.8761101,99.51,0.7422177,54860.814,19299.052,-244.13173,0.912,369800000000.0
2009,Austria,1.0,10.0,9.5956077,99.3,0.6651079,75206.523,10303.725,-152.08301,0.912,355900000000.0
2010,Austria,1.0,10.0,8.9241257,99.24,0.6623822,87505.066,11472.431,267.77664,0.912,362400000000.0
2011,Austria,1.0,10.0,9.0648535,99.13,0.655921,74039.546,6798.976,-458.2368,0.912,373000000000.0
2012,Austria,1.0,10.0,9.0267421,99.01,0.623173,86708.329,6141.9331,-577.85786,0.912,375600000000.0
2013,Austria,1.0,10.0,9.0883333,98.94,0.6165097,101631.4,8379.1859,-650.71105,0.912,375700000000.0
2014,Austria,1.0,10.0,8.9833333,99.03,0.6045875,99761.383,10589.968,-456.52884,0.912,378100000000.0
2015,Austria,1.0,10.0,9.1266667,96.05,0.6064776,97545.343,6634.0708,-1988.2878,0.912,382000000000.0
2016,Austria,1.0,10.0,9.1290145,91.79,0.6203333,106821.44,10771.583,-439.53434,0.912,389600000000.0
2017,Austria,1.0,10.0,9.2374446,88.38,0.606902,142346.12,5650.7807,-320.31716,0.912,398400000000.0
2018,Austria,1.0,10.0,9.2374446,87.63,0.6291842,126840.81,4379.2915,-2660.7898,0.912,408000000000.0
2019,Austria,1.0,10.0,9.3333333,87.56,0.6119424,158578.02,10635.668,-76.440547,0.912,413900000000.0
2020,Austria,1.0,10.0,8.2744885,83.09,0.6170149,184369.32,14913.265,-481.78784,0.912,386500000000.0
2021,Austria,1.0,10.0,8.6294133,80.93,0.6583869,213787.31,7769.6964,-5.7604372,0.912,402900000000.0
2002,Belgium,0.9401681,10.0,10.0,99.71,0.5862967,104970.68,11622.181,-510.82831,0.929,376000000000.0
2003,Belgium,1.0,10.0,9.9953112,99.76,0.5869338,146643.14,10806.024,-1004.2307,0.929,379900000000.0
2004,Belgium,1.0,10.0,9.9720507,99.75,0.6216878,172163.99,11434.414,-529.05915,0.929,393500000000.0
2005,Belgium,1.0,10.0,9.6670862,99.7,0.646346,204559.98,7700.9998,-921.08293,0.929,402700000000.0
2006,Belgium,1.0,10.0,10.0,99.73,0.6824439,248209.72,7553.9882,-491.997,0.929,412900000000.0
2007,Belgium,1.0,10.0,9.9267308,99.31,0.7266651,313728.06,7043.5468,-1881.5436,0.929,428100000000.0
2008,Belgium,1.0,10.0,9.8510054,99.11,0.7136514,233392.27,-4300.2198,-2738.2383,0.929,430000000000.0
2009,Belgium,1.0,10.0,9.278246,99.08,0.6812913,261133.24,8777.3536,-654.34655,0.929,421300000000.0
2010,Belgium,1.0,10.0,9.6027629,98.8,0.6646935,260080.64,7337.9276,-247.11761,0.929,433400000000.0
2011,Belgium,1.0,10.0,8.8554861,98.52,0.66408,219124.55,-10168.977,-423.56482,0.912,440700000000.0
2012,Belgium,1.0,10.0,8.8579418,98.31,0.658608,257308.07,-413.61661,3622.8943,0.912,444000000000.0
2013,Belgium,1.0,10.0,8.8403333,98.39,0.6629784,312373.05,5078.9443,-123.06774,0.912,446000000000.0
2014,Belgium,1.0,10.0,8.9693333,98.59,0.6404323,317052.5,4041.4659,-826.4064,0.912,453100000000.0
2015,Belgium,1.0,10.0,8.9383333,94.69,0.6845936,306907.8,6363.2435,63.141245,0.912,462300000000.0
2016,Belgium,1.0,10.0,8.9393991,88.92,0.6486465,339554.07,2646.8002,477.76428,0.912,468200000000.0
2017,Belgium,1.0,10.0,9.213128,84.19,0.6956519,430389.19,3518.2015,754.06338,0.912,475800000000.0
2018,Belgium,1.0,10.0,9.213128,83.33,0.6601608,363493.99,-4743.1987,418.56312,0.912,484300000000.0
2019,Belgium,1.0,10.0,9.0766088,83.92,0.6577552,439410.05,507.27496,761.50984,0.912,495200000000.0
2020,Belgium,1.0,10.0,8.0801447,79.44,0.6274609,513156.04,7325.1325,-284.96759,0.912,468900000000.0
2021,Belgium,1.0,10.0,8.6373066,76.23,0.6320114,574769.58,8232.7135,1013.712,0.912,501400000000.0
1994,Bulgaria,0.1629476,7.2,5.1490699,90.96,0.2988217,0.0,-31.8,763.3,0.6105,32900000000.0
1995,Bulgaria,0.1629476,9.0,5.5568434,85.11,0.2511554,0.0,-25.8,0.0,0.6105,33840000000.0
1996,Bulgaria,0.2227795,9.2,6.2270548,80.73,0.4366825,0.0,15.7,65.9,0.6005,35600000000.0
1997,Bulgaria,0.2227795,9.4,6.8972662,69.91,0.4479558,7.5081436,426.9,0.0,0.725,30580000000.0
1998,Bulgaria,0.2227795,9.6,7.5674776,70.1,0.3691701,20.6,-61.912461,0.0,0.725,31730000000.0
1999,Bulgaria,0.2227795,9.8,8.237689,65.06,0.2294972,20.6,-652.13191,-2.3988757,0.725,29070000000.0
2000,Bulgaria,0.2227795,10.0,8.9079004,63.5,0.2338899,28.7,-703.68571,24.94926,0.725,30400000000.0
2001,Bulgaria,0.1629476,10.0,9.0,71.52,0.3863494,0.4,-804.64826,-0.12466749,0.725,31570000000.0
2002,Bulgaria,0.1629476,10.0,9.2370816,80.55,0.2834998,0.8,-319.03903,-0.07612489,0.725,33420000000.0
2003,Bulgaria,0.2227795,10.0,9.3333333,85.7,0.264361,2.6684059,-1022.1551,-0.24954058,0.725,35170000000.0
2004,Bulgaria,0.2826114,10.0,9.3333333,90.2,0.300303,19.360815,-1671.1243,204.02636,0.725,37460000000.0
2005,Bulgaria,0.3424434,10.0,10.0,94.8,0.3187415,23.167458,-3346.9988,289.68975,0.8195,40100000000.0
2006,Bulgaria,0.9401681,10.0,10.0,97.82,0.3620865,166.83324,-5863.2316,228.49835,0.8195,42830000000.0
2007,Bulgaria,1.0,10.0,10.0,99.81,0.4300703,409.9105,-11437.006,-852.59007,0.8195,45680000000.0
2008,Bulgaria,1.0,10.0,9.6666667,99.85,0.3881612,161.38266,-11875.335,419.6436,0.8195,48480000000.0
2009,Bulgaria,1.0,10.0,9.98496,99.87,0.3733762,495.54869,-4256.3285,654.76308,0.8195,46860000000.0
2010,Bulgaria,1.0,10.0,9.4865724,99.87,0.3672591,843.25501,-964.62,397.73,0.8195,47590000000.0
2011,Bulgaria,1.0,10.0,9.7249092,99.88,0.3631226,599.79183,272.49,684.7,0.8195,48580000000.0
2012,Bulgaria,1.0,10.0,9.8841345,99.88,0.3632728,699.73259,-528.62,698.93,0.8195,48950000000.0
2013,Bulgaria,1.0,10.0,9.7315611,99.88,0.3697976,871.26807,678.64,624.02,0.8195,48680000000.0
2014,Bulgaria,1.0,10.0,9.4273333,99.88,0.3506326,1376.9,747.23,1251.09,0.8195,49140000000.0
2015,Bulgaria,1.0,10.0,9.5933333,99.88,0.3639251,1541.39,-123.19,1556.72,0.8195,50810000000.0
2016,Bulgaria,1.0,10.0,9.6105716,99.88,0.3709728,2110.89,1560.85,1187.74,0.8195,52350000000.0
2017,Bulgaria,1.0,10.0,10.0,99.89,0.3742519,2246.16,1987.34,604.7,0.8195,53790000000.0
2018,Bulgaria,0.7457102,10.0,10.0,99.89,0.3718311,2437.02,559.36,701.76,0.8195,55240000000.0
2019,Bulgaria,0.6858783,10.0,9.5413632,99.9,0.3747203,2266.03,1263.58,998.61,0.8195,57470000000.0
2020,Bulgaria,0.6260463,10.0,9.8746966,99.91,0.3777849,3762.05,-31.23,1010.11,0.8195,55190000000.0
2021,Bulgaria,0.5662144,10.0,9.028577,99.91,0.3786722,5664.5,-1515.83,595.28,0.8195,59410000000.0
1980,Brazil,0.0,6.4,5.2622623,76.15,0.2018811,88.896484,-12831.0,0.0,0.1215,784600000000.0
1981,Brazil,0.0,5.16,4.8961628,80.43,0.1917589,89.836007,-11764.0,0.0,0.1215,751200000000.0
1982,Brazil,0.0,3.92,4.5300634,83.75,0.1886556,104.37198,-16317.0,0.0,0.1215,757400000000.0
1983,Brazil,0.0,2.68,4.163964,84.89,0.2092526,141.0176,-6834.0,0.0,0.1215,735300000000.0
1984,Brazil,0.0,1.44,3.7978645,86.49,0.2033421,151.94433,33.0,0.0,0.1215,775000000000.0
1985,Brazil,0.0,0.2,3.4317651,81.68,0.1816311,217.8251,-280.0,0.0,0.1215,835800000000.0
1986,Brazil,0.0,1.76,3.626118,64.55,0.1814064,300.7481,-5311.0,0.0,0.1215,898400000000.0
1987,Brazil,0.0,3.32,3.820471,66.43,0.1720427,343.87562,-1452.0,0.0,0.0985,930100000000.0
1988,Brazil,0.0,4.88,4.0148239,69.56,0.2053819,416.78413,4156.0,0.0,0.265,929600000000.0
1989,Brazil,0.0,6.44,4.2091769,72.67,0.2418446,479.94377,1002.0,0.0,0.265,958900000000.0
1990,Brazil,0.0,8.0,4.4035298,53.81,0.205257,390.51891,-3823.0,0.0,0.265,917200000000.0
1991,Brazil,0.0,8.28,4.432546,55.03,0.2192438,456.59805,-1450.0,0.0,0.265,926700000000.0
1992,Brazil,0.0,8.56,4.4615622,65.41,0.2828584,426.0,6089.0,0.0,0.265,921600000000.0
1993,Brazil,0.0,8.84,4.4905783,73.95,0.3877841,820.58328,20.0,0.0,0.265,967000000000.0
1994,Brazil,0.0,9.12,4.5195945,87.24,0.3732814,844.0,-1153.0,0.0,0.265,1024000000000.0
1995,Brazil,0.0,9.4,4.5486107,91.57,0.3240778,1085.333,-18136.0,0.0,0.265,1067000000000.0
1996,Brazil,0.0,9.52,4.8760912,94.36,0.3253735,1248.0,-23248.0,39.0,0.265,1090000000000.0
1997,Brazil,0.0,9.64,5.2035716,92.78,0.3766084,1503.0,-32133.363,83.983013,0.265,1127000000000.0
1998,Brazil,0.1629476,9.76,5.5310521,79.75,0.3564033,1856.0,-34992.88,50.4265,0.265,1131000000000.0
1999,Brazil,0.1629476,9.88,5.8585326,84.56,0.4093122,2216.1196,-26783.642,60.676927,0.265,1137000000000.0
2000,Brazil,0.1629476,10.0,6.186013,85.29,0.4207493,2880.6584,-26530.849,126.81892,0.265,1186000000000.0
2001,Brazil,0.1629476,10.0,6.1151867,81.07,0.428421,3000.9034,-24890.077,105.68461,0.265,1203000000000.0
2002,Brazil,0.4172374,9.1637631,6.4005046,76.3,0.4163941,2387.7987,-9407.0433,79.278742,0.265,1240000000000.0
2003,Brazil,0.4172374,9.1637631,5.7392441,79.26,0.4451363,2596.0034,2193.173,82.844955,0.265,1254000000000.0
2004,Brazil,0.4172374,9.0393013,6.3275109,80.34,0.4707191,2352.0043,8959.3134,-213.09615,0.265,1326000000000.0
2005,Brazil,0.4770693,9.0393013,5.9807283,84.43,0.4922129,2808.5254,11679.375,187.04449,0.265,1368000000000.0
2006,Brazil,0.5369012,9.8095238,6.1114749,85.51,0.5228276,3753.6468,10774.0,179.72642,0.265,1423000000000.0
2007,Brazil,0.5369012,9.1262136,6.6518955,85.73,0.5940509,6548.2373,-2753.6702,249.36078,0.265,1509000000000.0
2008,Brazil,0.5369012,9.2682927,6.7704245,83.51,0.6000566,4828.045,-35601.728,152.09663,0.265,1586000000000.0
2009,Brazil,0.5369012,9.300828,6.2049347,81.44,0.6000425,8641.3002,-29328.433,237.2173,0.265,1584000000000.0
2010,Brazil,0.4770693,9.7829812,7.0527264,83.05,0.6139424,14730.54,-86717.778,242.05349,0.265,1703000000000.0
2011,Brazil,0.4172374,9.731243,6.5811474,84.57,0.603856,16903.178,-83576.206,255.79475,0.265,1771000000000.0
2012,Brazil,0.4172374,9.6078431,6.9880236,84.07,0.6271694,13367.096,-92678.171,207.9143,0.265,1805000000000.0
2013,Brazil,0.4172374,9.4490599,6.9261281,84.69,0.6245133,16929.864,-88384.03,322.25374,0.265,1859000000000.0
2014,Brazil,0.4172374,9.8144712,6.382,83.82,0.6273391,22968.38,-110493.24,231.47856,0.265,1868000000000.0
2015,Brazil,0.1629476,10.0,5.2343333,83.36,0.6245555,22856.769,-63408.884,461.15786,0.265,1802000000000.0
2016,Brazil,0.1629476,10.0,4.5400305,81.49,0.6206586,22522.685,-30529.375,273.77032,0.265,1743000000000.0
2017,Brazil,0.1629476,10.0,4.9662162,81.09,0.6217751,31113.67,-25337.409,379.36978,0.265,1766000000000.0
2018,Brazil,0.1629476,10.0,5.2995495,81.01,0.642898,30727.196,-54793.943,439.67759,0.265,1798000000000.0
2019,Brazil,0.1629476,10.0,5.3921184,81.83,0.6628937,37239.377,-68021.679,369.20918,0.325,1820000000000.0
2020,Brazil,0.1629476,10.0,4.3634077,83.63,0.6666473,35236.14,-28207.552,4140.8727,0.325,1760000000000.0
2021,Brazil,0.1629476,10.0,6.8901295,84.32,0.6617581,50444.949,-46357.789,225.28291,0.552,1844000000000.0
1980,Canada,1.0,10.0,9.7197197,92.54,0.4503215,3953.7099,-6088.0428,423.84709,0.604,677200000000.0
1981,Canada,1.0,10.0,9.7257257,94.21,0.4975016,3639.0883,-12532.178,-2.5060797,0.604,700300000000.0
1982,Canada,1.0,10.0,9.7317317,94.87,0.474495,4134.5428,1796.4702,-1.6213646,0.604,678100000000.0
1983,Canada,1.0,10.0,9.7377377,94.47,0.4559291,5606.3281,-2522.6597,-1.6228452,0.604,695500000000.0
1984,Canada,1.0,10.0,9.7437437,94.81,0.4634276,6280.3419,-1373.6512,-1.4058595,0.604,736500000000.0
1985,Canada,1.0,10.0,9.7497497,95.6,0.4921692,9608.9107,-5839.0194,-1.3658672,0.604,771400000000.0
1986,Canada,1.0,10.0,9.7470804,95.2,0.5138187,15539.528,-11351.165,-5.8189946,0.604,787800000000.0
1987,Canada,1.0,10.0,9.7444111,95.11,0.5287719,19217.418,-13711.643,-26.532705,0.604,819900000000.0
1988,Canada,1.0,10.0,9.7417417,95.65,0.5111899,27191.224,-15284.984,-142.4597,0.604,856000000000.0
1989,Canada,1.0,10.0,9.7390724,96.02,0.5247059,34843.041,-22215.69,-182.91291,0.604,876000000000.0
1990,Canada,1.0,10.0,9.7364031,96.48,0.5063326,30408.139,-20259.363,-569.9461,0.604,877800000000.0
1991,Canada,1.0,10.0,9.6520839,96.36,0.5154349,43699.247,-22874.914,-114.1982,0.604,859500000000.0
1992,Canada,1.0,10.0,9.5677648,96.53,0.5128862,49295.554,-21719.051,-103.82169,0.604,867100000000.0
1993,Canada,1.0,10.0,9.4834456,96.54,0.574446,69689.522,-22353.228,-261.0753,0.604,890200000000.0
1994,Canada,1.0,10.0,9.3991265,96.5,0.5955989,74056.706,-13907.366,-42.780391,0.604,930200000000.0
1995,Canada,1.0,10.0,9.3148074,96.86,0.6132331,89141.308,-5061.1973,-433.45606,0.604,955100000000.0
1996,Canada,1.0,10.0,9.4518459,96.85,0.645834,117443.82,2428.3999,-119.87873,0.604,971300000000.0
1997,Canada,1.0,10.0,9.5888844,96.86,0.6969742,138738.32,-8985.3668,-99.394922,0.604,1013000000000.0
1998,Canada,1.0,10.0,9.7259229,96.82,0.7084196,155873.52,-8999.7943,-130.26576,0.604,1052000000000.0
1999,Canada,1.0,10.0,9.8629615,96.41,0.7070835,235440.45,845.57597,-108.42385,0.604,1106000000000.0
2000,Canada,1.0,10.0,10.0,96.57,0.7663662,239948.03,18494.424,-115.05876,0.604,1163000000000.0
2001,Canada,1.0,10.0,10.0,97.51,0.7530776,230766.92,15757.825,-103.3374,0.604,1185000000000.0
2002,Canada,1.0,10.0,10.0,97.45,0.7010651,203461.21,12512.912,-107.8827,0.604,1221000000000.0
2003,Canada,1.0,10.0,10.0,97.43,0.7168629,275909.88,10432.942,-251.96795,0.604,1243000000000.0
2004,Canada,1.0,10.0,10.0,97.49,0.7413307,319840.21,23235.548,-149.60733,0.604,1281000000000.0
2005,Canada,1.0,10.0,10.0,97.59,0.7664239,382600.37,21933.097,-190.79794,0.604,1322000000000.0
2006,Canada,1.0,10.0,10.0,97.84,0.8549945,499606.16,17990.237,-206.7356,0.604,1357000000000.0
2007,Canada,1.0,10.0,10.0,97.7,0.8798184,608457.26,11050.81,-268.58616,0.604,1385000000000.0
2008,Canada,1.0,10.0,10.0,98.28,0.8401602,359016.78,3177.9449,-246.8972,0.604,1399000000000.0
1996,Switzerland,1.0,10.0,8.2767991,99.21,0.8979239,138922.61,19915.939,-214.48047,0.5375,475800000000.0
1997,Switzerland,1.0,10.0,8.4738517,98.96,0.9752808,165437.78,25316.67,-166.88342,0.5375,486600000000.0
1998,Switzerland,1.0,10.0,8.6709044,98.96,1.0,209630.1,25194.278,138.70751,0.5375,501300000000.0
1999,Switzerland,1.0,10.0,8.8679571,99.03,0.9688535,259995.03,28283.27,-515.21426,0.5375,509700000000.0
2000,Switzerland,1.0,10.0,9.0650097,98.95,0.9853314,267273.94,29288.781,-3530.013,0.5375,529800000000.0
2001,Switzerland,1.0,10.0,9.0722725,98.85,0.9853199,243702.65,19103.243,321.95738,0.5375,538200000000.0
2002,Switzerland,1.0,10.0,9.3154139,98.73,0.9710881,218272.09,21256.502,-2457.1504,0.5375,537800000000.0
2003,Switzerland,1.0,10.0,9.2594375,98.67,0.9486812,293656.2,39074.499,-2168.8872,0.8335,537600000000.0
2004,Switzerland,1.0,10.0,9.2407122,98.75,0.7906709,339470.05,50439.617,-3171.9872,0.8335,552100000000.0
2005,Switzerland,1.0,10.0,9.2878294,99.59,0.8049663,357349.12,47532.418,-2288.6835,0.8335,567300000000.0
2006,Switzerland,1.0,10.0,9.3333333,99.68,0.8194954,421497.05,55133.415,-4342.9302,0.8335,590400000000.0
2007,Switzerland,1.0,10.0,9.3333333,99.76,0.9968163,511291.8,40831.623,-4195.8664,0.8335,613600000000.0
2008,Switzerland,1.0,10.0,9.3333333,99.8,0.9800112,318468.28,7524.4768,-3501.6241,0.8335,630800000000.0
2009,Switzerland,1.0,10.0,9.3333333,99.78,0.9733208,398894.33,32421.182,-3467.315,0.8335,616300000000.0
2010,Switzerland,1.0,10.0,9.3333333,99.84,0.9704302,441373.91,78049.933,-4433.7984,0.8335,636300000000.0
2011,Switzerland,1.0,10.0,9.3333333,99.84,0.9870471,425985.64,44465.236,-9457.2645,0.8335,647800000000.0
2012,Switzerland,1.0,10.0,9.3333333,99.84,0.9467305,485698.77,60935.776,-2324.0949,0.8335,655500000000.0
2013,Switzerland,1.0,10.0,9.3333333,99.86,0.9486759,573235.59,67846.358,802.15606,0.8335,667200000000.0
2014,Switzerland,1.0,10.0,9.3333333,99.84,0.950474,573919.77,49891.177,-55297.944,0.8335,682900000000.0
2015,Switzerland,1.0,10.0,9.3096667,99.84,0.9804287,578259.57,61630.612,-30253.733,0.8335,694100000000.0
2016,Switzerland,1.0,10.0,9.3105786,99.84,0.9736832,616705.12,50054.111,-4725.3002,0.8335,708500000000.0
1980,Chile,0.4172374,8.8,7.5432099,73.51,0.2727518,75.536491,-1971.0,0.0,0.5515,53830000000.0
1981,Chile,0.4172374,8.16,7.6718051,84.14,0.2812631,92.405197,-4733.0,0.0,0.5515,57350000000.0
1982,Chile,0.0,7.52,7.8004004,80.23,0.3724194,119.35887,-2304.0,0.0,0.5515,51030000000.0
