year,country,rpp_value,cgdp_value,cr_value,spr_value,rpp_value_trend,rpp_value_cycle,rpp_value_cycle_normalized,cgdp_value_trend,cgdp_value_cycle,cgdp_value_cycle_normalized,cr_value_trend,cr_value_cycle,cr_value_cycle_normalized,spr_value_trend,spr_value_cycle,spr_value_cycle_normalized,pca_weighted_mean,turning_point,value
2015,Luxembourg,115.3369,387.6,133.77446,45.478384,127.20522165334695,-11.868321653346953,-0.7653579968044105,370.88531795933693,16.714682040663092,-23.947701687011545,128.61167103525224,5.162788964747762,0.8467792702758339,64.41882397398119,-18.940439973981192,-0.4174713041173731,-0.8208356183289541,,0.0
2016,Luxembourg,123.4053,376.9,134.21251,58.884503,132.67461459524353,-9.269314595243529,-0.5977546158234442,375.3577645160269,1.5422354839730588,-2.209613991547129,133.8481564454654,0.3643535545346026,0.05975976146572761,61.14024092031954,-2.2557379203195396,-0.04971932292156078,-0.6013201033813084,,0.0
2017,Luxembourg,126.5726,371.1,134.83182,61.872147,138.14436534247073,-11.57176534247074,-0.7462338315971154,379.82992695974804,-8.729926959748013,12.50766757470137,139.08465329223088,-4.252833292230889,-0.6975321083990867,57.86208158550828,4.01006541449172,0.08838692451091712,-0.7139736190987306,trough,-0.7139736190987306
2018,Luxembourg,135.4041,381.7,140.82927,46.80074,143.61442109502292,-8.21032109502292,-0.5294628077960499,384.3018373198804,-2.601837319880417,3.727742102604665,144.3211632543065,-3.49189325430649,-0.5727258739322147,54.58429445263684,-7.783554452636842,-0.17155940582555948,-0.5190989388529073,,0.0
2019,Luxembourg,147.9439,395.3,148.43429,41.740639,149.08470012348104,-1.1408001234810285,-0.07356730991659953,388.77350580098704,6.526494199012973,-9.350733430629688,149.5576773783669,-1.1233873783668855,-0.1842533465895926,51.30683802995821,-9.566199029958206,-0.21085115181955105,-0.09607073968147217,,0.0
2020,Luxembourg,171.7028,408.8,157.88681,44.275664,154.5551001726235,17.1476998273765,1.1058117207316431,393.24493610303756,15.555063896962452,-22.28627676079217,154.7941779813536,3.092632018646384,0.5072406991380888,48.02965136683926,-3.7539873668392616,-0.0827426397606072,1.0487773086881989,,0.0
2021,Luxembourg,184.935,414.9,175.07672,59.374094,160.02551613522826,24.909483864771744,1.6063495099829141,397.71614824223724,17.18385175776274,-24.619897329043408,160.03064457173974,15.046075428260252,2.4677949958157632,44.75264959714931,14.621444402850692,0.32227516738380735,1.5429013062619903,peak,1.5429013062619903
2022,Luxembourg,183.9971,384.4,164.09189,51.376797,165.49588577332298,18.501214226677007,1.1930964354159999,402.187201122451,-17.787201122450995,25.484336781941852,165.26706438957837,-1.175174389578359,-0.19274723775245955,41.475738469789235,9.901058530210769,0.21823187964100435,1.2511850967511335,,0.0
2023,Luxembourg,152.4507,383.7,161.73654,51.376797,170.96620912264487,-18.515509122644858,-1.194018277042983,406.6581966071732,-22.958196607173193,32.89300043415801,170.50346229011132,-8.766922290111324,-1.4379142959503297,38.19886028727095,13.17793671272905,0.29045842824119117,-1.1113173527379674,,0.0
2005,Mexico,93.5916,23.0,74.117865,67.284922,89.751579392131,3.8400206078689934,1.0,25.057653045123217,-2.0576530451232173,1.0,81.65307007571363,-7.535205075713634,1.0,92.11994143070781,-24.835019430707817,1.0,1.0,,0.0
2006,Mexico,96.1317,24.4,84.536986,92.075581,92.17333420396093,3.958365796039061,1.0308188940256087,26.084261012557633,-1.6842610125576343,0.818534988952317,88.33917155128502,-3.802185551285021,0.504589525179569,92.6324145952229,-0.5568335952228978,0.022421307008698706,0.9684930361332853,,0.0
2007,Mexico,99.5035,27.0,97.198746,93.302351,94.59509861584237,4.908401384157628,1.278222667373009,27.110863835859433,-0.11086383585943338,0.05387878006070483,95.02525418884372,2.173491811156282,-0.2884449446719853,93.1448256721894,0.15752532781060324,-0.006342871132036543,1.0137048574369598,,0.0
2008,Mexico,101.3082,28.6,105.29498,65.9023,97.01689212374131,4.291307876258685,1.117522095445246,28.13745216024347,0.4625478397565317,-0.22479389363177754,101.71128964491314,3.5836903550868584,-0.4755929426044797,93.65711118197473,-27.75481118197473,1.1175675243344756,0.8503129119706252,,0.0
2009,Mexico,100.1913,28.9,99.505782,96.382945,99.43874649462721,0.7525535053727879,0.19597642362404272,29.164016353765003,-0.26401635376500465,0.12830946130142884,108.39725500974623,-8.891473009746235,1.179990845690972,94.16920803875963,2.2137369612403717,-0.08913771810877454,0.19993227436763522,,0.0
2010,Mexico,100.3425,28.5,103.51192,109.68651,101.8607042237392,-1.518204223739204,-0.39536356149445934,30.190547940848894,-1.6905479408488944,0.8215903768886655,115.08313633282182,-11.57121633282182,1.535620625657086,94.6809837696969,15.005526230303104,-0.6042083547456051,-0.14627106338310092,,0.0
2011,Mexico,102.2768,30.6,117.33413,103.93254,104.2828096877002,-2.0060096877001996,-0.5223955526669499,31.217037785879114,-0.6170377858791127,0.2998745523894496,121.7688974349362,-4.434767434936205,0.5885397133025213,95.19231143628166,8.740228563718347,-0.35193161769429887,-0.3535233545977978,,0.0
2012,Mexico,100.9679,30.6,121.93321,120.91587,106.70510346762241,-5.7372034676224075,-1.4940553849804075,32.24347252686975,-1.6434725268697505,0.7987121690728649,128.45447320884472,-6.521263208844715,0.8654393799928675,95.70310161382459,25.212768386175412,-1.0152103346051955,-1.0380646218842777,,0.0
2013,Mexico,103.1217,33.7,132.78789,107.96489,109.12762112959388,-6.005921129593872,-1.564033567238286,33.26983725924044,0.4301627407595632,-0.2090550405371203,135.13978746038416,-2.3518974603841514,0.3121212278567496,96.21328672820776,11.751603271792234,-0.4731867959507896,-1.2731755315104312,,0.0
